Item no.,Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
1,27/12/2020 14:27:18,857,832,770,747,731,709
2,27/12/2020 14:27:18,856,831,768,746,730,709
4,27/12/2021 14:27:19,856,831,767,747,733,710
4,27/12/2020 14:27:19,860,832,768,746,732,710
5,27/12/2020 14:27:19,860,832,768,744,733,709
6,27/12/2020 14:27:19,859,834,768,745,732,710
7,27/12/2020 14:27:19,860,836,770,746,731,710
8,27/12/2020 14:27:19,860,833,770,747,730,709
9,28/12/2020 14:27:19,859,832,771,748,732,709
10,27/12/2020 14:27:20,859,835,771,751,732,710
11,27/12/2020 14:27:20,861,834,771,750,733,709
12,27/12/2020 14:27:20,860,832,771,749,735,708
13,27/12/2020 14:27:20,861,834,771,748,736,710
14,27/12/2020 14:27:20,861,833,770,749,734,710
15,27/12/2020 14:27:20,862,830,771,749,733,708
16,27/12/2020 14:27:20,861,829,770,753,732,710
17,27/12/2020 14:27:21,862,830,770,753,732,710
18,27/12/2020 14:27:21,863,830,771,754,732,709
19,27/12/2020 14:27:21,864,831,770,753,733,709
20,27/12/2020 14:27:21,864,831,769,752,734,709
21,27/12/2020 14:27:21,863,833,767,749,735,708
22,27/12/2020 14:27:21,861,834,767,749,735,709
23,27/12/2020 14:27:21,860,832,767,749,736,708
24,27/12/2020 14:27:21,858,833,768,747,737,707
25,27/12/2020 14:27:22,858,834,767,747,738,708
26,27/12/2020 14:27:22,859,832,769,748,737,709
27,27/12/2020 14:27:22,859,831,769,749,736,707
28,27/12/2020 14:27:22,860,832,769,748,736,708
29,27/12/2020 14:27:22,861,831,767,750,737,708
30,27/12/2020 14:27:22,860,830,768,748,736,708
31,27/12/2020 14:27:22,860,831,768,747,735,708
32,27/12/2020 14:27:23,860,831,769,748,734,709
33,27/12/2020 14:27:23,860,831,769,748,734,710
34,27/12/2020 14:27:23,859,832,769,749,732,711
35,27/12/2020 14:27:23,861,833,767,750,732,710
36,27/12/2020 14:27:23,861,833,767,751,734,710
37,27/12/2020 14:27:23,860,834,768,748,736,709
38,27/12/2020 14:27:23,860,833,769,747,735,709
39,27/12/2020 14:27:24,860,834,768,748,735,708
40,27/12/2020 14:27:24,860,832,769,747,735,708
41,27/12/2020 14:27:24,859,831,770,747,734,708
42,27/12/2020 14:27:24,860,829,769,751,734,708
43,27/12/2020 14:27:24,859,830,769,753,733,708
44,27/12/2020 14:27:24,859,827,770,754,732,709
45,27/12/2020 14:27:24,860,828,771,754,732,708
46,27/12/2020 14:27:25,859,828,771,754,734,708
47,27/12/2020 14:27:25,859,829,770,752,733,708
48,27/12/2020 14:27:25,859,830,770,751,733,708
49,27/12/2020 14:27:25,859,830,771,747,734,707
50,27/12/2020 14:27:25,858,831,772,746,735,707
51,27/12/2020 14:27:25,858,830,771,747,734,706
52,27/12/2020 14:27:25,858,828,772,746,736,707
53,27/12/2020 14:27:26,859,828,772,744,737,707
54,27/12/2020 14:27:26,857,827,772,746,737,707
55,27/12/2020 14:27:26,856,826,771,748,736,707
56,27/12/2020 14:27:26,857,827,771,748,736,707
57,27/12/2020 14:27:26,855,829,771,750,735,707
58,27/12/2020 14:27:26,855,831,770,751,735,708
59,27/12/2020 14:27:26,857,830,768,751,735,709
60,27/12/2020 14:27:27,858,831,769,751,734,709
61,27/12/2020 14:27:27,856,831,768,751,734,710
62,27/12/2020 14:27:27,857,832,766,749,734,712
63,27/12/2020 14:27:27,858,830,767,749,733,711
64,27/12/2020 14:27:27,858,832,767,750,733,710
65,27/12/2020 14:27:27,857,833,766,749,734,710
66,27/12/2020 14:27:27,860,834,767,748,734,709
67,27/12/2020 14:27:28,862,831,769,751,735,707
68,27/12/2020 14:27:28,860,833,769,753,736,708
69,27/12/2020 14:27:28,860,833,770,753,736,708
70,27/12/2020 14:27:28,860,832,770,755,737,708
71,27/12/2020 14:27:28,859,830,771,753,736,709
72,27/12/2020 14:27:28,857,831,770,752,734,708
73,27/12/2020 14:27:28,859,831,770,750,733,707
74,27/12/2020 14:27:28,858,832,768,749,733,708
75,27/12/2020 14:27:29,859,832,768,748,732,708
76,27/12/2020 14:27:29,860,832,770,751,732,707
77,27/12/2020 14:27:29,860,831,769,751,733,707
78,27/12/2020 14:27:29,860,830,768,751,735,709
79,27/12/2020 14:27:29,859,830,771,751,735,708
80,27/12/2020 14:27:29,858,831,770,751,737,706
81,27/12/2020 14:27:29,858,834,770,748,738,708
82,27/12/2020 14:27:30,857,835,772,749,738,708
83,27/12/2020 14:27:30,857,836,772,749,737,708
84,27/12/2020 14:27:30,856,835,771,749,737,710
85,27/12/2020 14:27:30,856,835,769,749,734,710
86,27/12/2020 14:27:30,855,834,769,749,734,710
87,27/12/2020 14:27:30,854,834,768,750,735,710
88,27/12/2020 14:27:30,855,832,769,750,735,709
89,27/12/2020 14:27:31,858,832,768,750,736,709
90,27/12/2020 14:27:31,857,830,770,749,738,709
91,27/12/2020 14:27:31,857,832,770,749,739,708
92,27/12/2020 14:27:31,858,832,768,748,738,708
93,27/12/2020 14:27:31,858,834,767,747,738,709
94,27/12/2020 14:27:31,857,835,770,746,737,708
95,27/12/2020 14:27:31,856,834,769,746,736,709
96,27/12/2020 14:27:32,857,832,768,747,736,709
97,27/12/2020 14:27:32,857,832,769,745,736,708
98,27/12/2020 14:27:32,857,830,770,745,737,708
99,27/12/2020 14:27:32,859,829,768,746,737,708
100,27/12/2020 14:27:32,862,830,768,746,734,708
101,27/12/2020 14:27:32,861,830,769,745,734,707
102,27/12/2020 14:27:32,861,827,770,746,735,708
103,27/12/2020 14:27:33,861,830,770,747,736,707
104,27/12/2020 14:27:33,860,831,771,746,735,707
105,27/12/2020 14:27:33,860,832,770,746,737,707
106,27/12/2020 14:27:33,861,834,770,748,737,707
107,27/12/2020 14:27:33,862,836,769,749,738,708
108,27/12/2020 14:27:33,864,835,771,750,735,709
109,27/12/2020 14:27:33,864,833,769,752,736,708
110,27/12/2020 14:27:34,864,832,770,752,736,708
111,27/12/2020 14:27:34,864,831,769,752,736,708
112,27/12/2020 14:27:34,863,833,769,753,734,708
113,27/12/2020 14:27:34,862,833,767,750,736,708
114,27/12/2020 14:27:34,861,834,769,749,735,710
115,27/12/2020 14:27:34,862,832,767,749,735,711
116,27/12/2020 14:27:34,862,833,769,749,735,710
117,27/12/2020 14:27:35,862,831,769,749,736,708
118,27/12/2020 14:27:35,863,832,770,749,735,708
119,27/12/2020 14:27:35,862,832,770,750,736,707
120,27/12/2020 14:27:35,861,834,772,750,736,705
121,27/12/2020 14:27:35,861,834,771,750,737,706
122,27/12/2020 14:27:35,861,833,771,750,736,707
123,27/12/2020 14:27:35,860,834,771,750,736,708
124,27/12/2020 14:27:35,861,833,772,749,735,708
125,27/12/2020 14:27:36,862,833,771,749,734,709
126,27/12/2020 14:27:36,862,831,771,749,734,709
127,27/12/2020 14:27:36,862,832,772,751,734,709
128,27/12/2020 14:27:36,862,831,772,750,734,707
129,27/12/2020 14:27:36,862,831,770,750,735,706
130,27/12/2020 14:27:36,862,830,771,750,733,708
131,27/12/2020 14:27:36,862,830,771,749,732,708
132,27/12/2020 14:27:37,860,833,769,749,731,709
133,27/12/2020 14:27:37,860,832,769,746,732,710
134,27/12/2020 14:27:37,859,830,769,745,732,711
135,27/12/2020 14:27:37,859,832,768,746,734,709
136,27/12/2020 14:27:37,859,833,768,747,732,707
137,27/12/2020 14:27:37,860,832,769,746,733,706
138,27/12/2020 14:27:37,859,832,767,749,734,706
139,27/12/2020 14:27:38,860,834,768,751,735,706
140,27/12/2020 14:27:38,859,835,768,751,734,708
141,27/12/2020 14:27:38,859,837,769,751,737,711
142,27/12/2020 14:27:38,861,837,770,752,739,713
143,27/12/2020 14:27:38,861,838,772,751,739,714
144,27/12/2020 14:27:38,862,840,773,751,740,714
145,27/12/2020 14:27:38,864,840,773,754,741,713
146,27/12/2020 14:27:39,864,840,773,754,742,712
147,27/12/2020 14:27:39,864,842,773,755,742,712
148,27/12/2020 14:27:39,865,841,772,758,743,713
149,27/12/2020 14:27:39,865,839,772,756,744,712
150,27/12/2020 14:27:39,866,839,772,754,745,714
151,27/12/2020 14:27:39,864,840,772,756,744,714
152,27/12/2020 14:27:39,864,839,771,755,743,713
153,27/12/2020 14:27:40,862,839,773,755,741,713
154,27/12/2020 14:27:40,863,839,773,758,741,714
155,27/12/2020 14:27:40,864,839,773,759,742,714
156,27/12/2020 14:27:40,865,839,773,758,742,715
157,27/12/2020 14:27:40,868,838,774,759,742,715
158,27/12/2020 14:27:40,868,840,774,758,743,716
159,27/12/2020 14:27:40,867,841,775,758,744,715
160,27/12/2020 14:27:41,867,841,774,758,744,714
161,27/12/2020 14:27:41,869,840,776,756,744,715
162,27/12/2020 14:27:41,867,841,775,756,744,715
163,27/12/2020 14:27:41,868,841,774,756,743,714
164,27/12/2020 14:27:41,868,839,774,755,742,714
165,27/12/2020 14:27:41,868,839,776,757,742,716
166,27/12/2020 14:27:41,866,839,775,757,741,715
167,27/12/2020 14:27:42,867,839,776,756,741,716
168,27/12/2020 14:27:42,867,838,775,758,742,717
169,27/12/2020 14:27:42,866,838,775,758,743,719
170,27/12/2020 14:27:42,866,836,774,756,743,718
171,27/12/2020 14:27:42,867,836,774,757,745,719
172,27/12/2020 14:27:42,866,835,775,757,746,719
173,27/12/2020 14:27:42,866,835,774,756,746,717
174,27/12/2020 14:27:42,867,835,775,753,745,715
175,27/12/2020 14:27:43,868,838,775,754,745,716
176,27/12/2020 14:27:43,866,837,776,753,743,716
177,27/12/2020 14:27:43,867,840,775,753,740,716
178,27/12/2020 14:27:43,866,840,776,754,740,717
179,27/12/2020 14:27:43,866,840,776,757,739,717
180,27/12/2020 14:27:43,865,841,774,756,740,717
181,27/12/2020 14:27:43,865,842,775,756,741,717
182,27/12/2020 14:27:44,864,841,776,755,743,718
183,27/12/2020 14:27:44,866,840,777,753,741,718
184,27/12/2020 14:27:44,866,841,777,752,742,719
185,27/12/2020 14:27:44,866,841,778,753,742,718
186,27/12/2020 14:27:44,867,839,778,753,742,718
187,27/12/2020 14:27:44,868,838,777,754,742,717
188,27/12/2020 14:27:44,866,838,774,756,744,716
189,27/12/2020 14:27:45,867,839,774,755,744,716
190,27/12/2020 14:27:45,868,839,775,756,743,716
191,27/12/2020 14:27:45,870,841,776,757,742,716
192,27/12/2020 14:27:45,870,841,776,755,742,716
193,27/12/2020 14:27:45,871,841,778,754,741,716
194,27/12/2020 14:27:45,871,842,778,754,741,716
195,27/12/2020 14:27:45,870,841,775,751,743,716
196,27/12/2020 14:27:46,869,840,775,753,743,716
197,27/12/2020 14:27:46,868,841,775,754,743,716
198,27/12/2020 14:27:46,867,840,776,755,743,716
199,27/12/2020 14:27:46,867,838,776,755,742,715
200,27/12/2020 14:27:46,867,838,777,757,742,715
201,27/12/2020 14:27:46,865,838,777,756,744,716
202,27/12/2020 14:27:46,865,840,777,756,744,717
203,27/12/2020 14:27:47,865,841,777,757,743,716
204,27/12/2020 14:27:47,865,843,777,757,744,717
205,27/12/2020 14:27:47,865,843,777,756,744,715
206,27/12/2020 14:27:47,869,843,776,754,743,716
207,27/12/2020 14:27:47,866,841,777,755,743,716
208,27/12/2020 14:27:47,867,842,775,753,744,717
209,27/12/2020 14:27:47,869,842,775,755,743,716
210,27/12/2020 14:27:48,868,842,775,755,742,718
211,27/12/2020 14:27:48,866,843,772,756,741,716
212,27/12/2020 14:27:48,869,843,773,754,742,714
213,27/12/2020 14:27:48,868,842,775,756,742,714
214,27/12/2020 14:27:48,868,842,776,757,744,715
215,27/12/2020 14:27:48,869,841,776,757,744,716
216,27/12/2020 14:27:48,868,840,778,756,745,717
217,27/12/2020 14:27:48,867,841,779,759,745,716
218,27/12/2020 14:27:49,866,841,778,758,745,716
219,27/12/2020 14:27:49,867,841,777,759,743,715
220,27/12/2020 14:27:49,866,840,777,758,743,715
221,27/12/2020 14:27:49,867,841,777,759,744,715
222,27/12/2020 14:27:49,868,840,777,756,743,716
223,27/12/2020 14:27:49,870,839,776,755,743,716
224,27/12/2020 14:27:49,868,839,776,753,744,716
225,27/12/2020 14:27:50,868,839,777,753,743,715
226,27/12/2020 14:27:50,867,840,777,753,742,714
227,27/12/2020 14:27:50,866,841,776,755,743,716
228,27/12/2020 14:27:50,865,840,777,755,742,716
229,27/12/2020 14:27:50,865,840,776,756,743,717
230,27/12/2020 14:27:50,867,841,775,756,743,716
231,27/12/2020 14:27:50,867,841,774,757,742,716
232,27/12/2020 14:27:51,867,840,775,757,743,715
233,27/12/2020 14:27:51,868,840,776,757,742,714
234,27/12/2020 14:27:51,869,838,777,756,741,713
235,27/12/2020 14:27:51,867,838,776,758,742,713
236,27/12/2020 14:27:51,867,836,777,759,743,714
237,27/12/2020 14:27:51,866,836,777,759,741,714
238,27/12/2020 14:27:51,865,837,775,757,742,715
239,27/12/2020 14:27:52,864,837,774,756,741,715
240,27/12/2020 14:27:52,865,839,773,756,741,715
241,27/12/2020 14:27:52,866,842,772,756,741,716
242,27/12/2020 14:27:52,867,843,773,756,742,716
243,27/12/2020 14:27:52,867,843,772,757,742,717
244,27/12/2020 14:27:52,867,844,772,758,743,716
245,27/12/2020 14:27:52,866,841,773,756,744,716
246,27/12/2020 14:27:53,865,839,774,755,744,713
247,27/12/2020 14:27:53,864,839,774,754,744,714
248,27/12/2020 14:27:53,864,840,774,755,745,712
249,27/12/2020 14:27:53,866,840,775,754,746,712
250,27/12/2020 14:27:53,867,842,777,756,746,713
251,27/12/2020 14:27:53,867,843,777,755,746,715
252,27/12/2020 14:27:53,867,843,777,755,746,715
253,27/12/2020 14:27:54,868,843,778,755,745,716
254,27/12/2020 14:27:54,868,840,778,755,745,715
255,27/12/2020 14:27:54,868,840,778,756,744,716
256,27/12/2020 14:27:54,867,842,779,757,742,716
257,27/12/2020 14:27:54,868,840,777,758,742,715
258,27/12/2020 14:27:54,867,839,777,758,740,717
259,27/12/2020 14:27:54,867,841,778,758,740,718
260,27/12/2020 14:27:55,867,840,778,756,739,717
261,27/12/2020 14:27:55,867,840,778,757,740,718
262,27/12/2020 14:27:55,868,841,778,756,740,720
263,27/12/2020 14:27:55,866,842,778,756,740,718
264,27/12/2020 14:27:55,865,842,777,755,739,717
265,27/12/2020 14:27:55,866,843,777,753,739,718
266,27/12/2020 14:27:55,867,840,776,754,740,716
267,27/12/2020 14:27:55,868,841,777,753,740,714
268,27/12/2020 14:27:56,869,840,777,753,740,714
269,27/12/2020 14:27:56,868,840,777,753,742,715
270,27/12/2020 14:27:56,869,841,776,754,742,714
271,27/12/2020 14:27:56,868,842,775,754,743,714
272,27/12/2020 14:27:56,867,839,776,755,745,715
273,27/12/2020 14:27:56,867,840,775,754,746,716
274,27/12/2020 14:27:56,869,838,776,756,744,716
275,27/12/2020 14:27:57,866,836,776,754,744,715
276,27/12/2020 14:27:57,865,837,775,754,745,716
277,27/12/2020 14:27:57,865,839,775,752,743,716
278,27/12/2020 14:27:57,862,837,775,751,741,715
279,27/12/2020 14:27:57,862,837,774,751,742,714
280,27/12/2020 14:27:57,863,839,775,752,741,715
281,27/12/2020 14:27:57,864,838,778,751,739,714
282,27/12/2020 14:27:58,865,836,777,752,739,715
283,27/12/2020 14:27:58,866,837,777,756,741,715
284,27/12/2020 14:27:58,867,838,778,755,742,715
285,27/12/2020 14:27:58,868,839,778,754,742,715
286,27/12/2020 14:27:58,868,839,776,755,743,715
287,27/12/2020 14:27:58,868,841,778,755,743,716
288,27/12/2020 14:27:58,869,841,778,754,741,717
289,27/12/2020 14:27:59,867,843,777,755,740,718
290,27/12/2020 14:27:59,868,843,776,759,742,718
291,27/12/2020 14:27:59,866,843,778,759,742,720
292,27/12/2020 14:27:59,865,844,777,761,742,719
293,27/12/2020 14:27:59,865,845,777,760,743,718
294,27/12/2020 14:27:59,866,843,777,759,743,718
295,27/12/2020 14:27:59,866,842,776,755,742,719
296,27/12/2020 14:28:00,867,843,774,756,741,718
297,27/12/2020 14:28:00,866,843,773,755,743,716
298,27/12/2020 14:28:00,865,840,774,753,742,718
299,27/12/2020 14:28:00,863,840,775,753,739,717
300,27/12/2020 14:28:00,861,841,776,755,740,717
301,27/12/2020 14:28:00,860,840,777,752,741,717
302,27/12/2020 14:28:00,861,839,778,752,742,717
303,27/12/2020 14:28:01,863,841,778,754,742,717
304,27/12/2020 14:28:01,865,843,779,755,745,718
305,27/12/2020 14:28:01,867,842,779,755,745,717
306,27/12/2020 14:28:01,868,841,780,755,744,717
307,27/12/2020 14:28:01,867,843,780,757,742,718
308,27/12/2020 14:28:01,868,842,779,755,742,717
309,27/12/2020 14:28:01,868,840,778,754,742,716
310,27/12/2020 14:28:02,865,840,779,753,741,716
311,27/12/2020 14:28:02,866,840,778,753,741,715
312,27/12/2020 14:28:02,868,840,779,752,742,715
313,27/12/2020 14:28:02,867,840,778,754,742,714
314,27/12/2020 14:28:02,865,840,776,756,744,714
315,27/12/2020 14:28:02,867,841,775,757,744,714
316,27/12/2020 14:28:02,867,840,775,757,744,715
317,27/12/2020 14:28:02,866,841,776,759,744,716
318,27/12/2020 14:28:03,865,841,777,758,743,716
319,27/12/2020 14:28:03,866,841,779,757,742,717
320,27/12/2020 14:28:03,865,841,779,755,740,718
321,27/12/2020 14:28:03,866,842,778,754,741,716
322,27/12/2020 14:28:03,865,841,776,754,741,716
323,27/12/2020 14:28:03,866,839,774,755,741,715
324,27/12/2020 14:28:03,867,840,773,754,741,715
325,27/12/2020 14:28:04,867,841,773,756,741,715
326,27/12/2020 14:28:04,866,840,774,755,741,716
327,27/12/2020 14:28:04,867,840,776,754,739,716
328,27/12/2020 14:28:04,865,842,777,754,740,716
329,27/12/2020 14:28:04,865,841,777,754,738,717
330,27/12/2020 14:28:04,867,839,778,755,739,717
331,27/12/2020 14:28:04,867,841,778,758,737,717
332,27/12/2020 14:28:05,867,841,779,760,740,717
333,27/12/2020 14:28:05,868,841,779,759,739,717
334,27/12/2020 14:28:05,869,840,780,759,742,716
335,27/12/2020 14:28:05,868,839,779,758,744,716
336,27/12/2020 14:28:05,867,839,779,758,745,716
337,27/12/2020 14:28:05,869,841,779,757,746,717
338,27/12/2020 14:28:05,869,840,779,758,747,718
339,27/12/2020 14:28:06,870,839,778,758,748,719
340,27/12/2020 14:28:06,871,840,778,757,748,719
341,27/12/2020 14:28:06,871,841,777,755,749,719
342,27/12/2020 14:28:06,870,841,776,756,748,717
343,27/12/2020 14:28:06,871,841,777,755,748,716
344,27/12/2020 14:28:06,870,843,777,756,744,715
345,27/12/2020 14:28:06,870,843,777,756,745,716
346,27/12/2020 14:28:07,869,841,778,756,743,716
347,27/12/2020 14:28:07,869,839,777,756,743,718
348,27/12/2020 14:28:07,869,837,777,756,741,717
349,27/12/2020 14:28:07,870,837,777,755,743,717
350,27/12/2020 14:28:07,870,838,777,755,741,718
351,27/12/2020 14:28:07,870,838,777,756,742,716
352,27/12/2020 14:28:07,869,839,777,757,742,715
353,27/12/2020 14:28:08,870,839,777,756,743,716
354,27/12/2020 14:28:08,868,839,777,755,744,717
355,27/12/2020 14:28:08,869,837,778,756,744,717
356,27/12/2020 14:28:08,870,840,776,757,743,718
357,27/12/2020 14:28:08,872,841,777,756,742,719
358,27/12/2020 14:28:08,871,842,777,756,742,719
359,27/12/2020 14:28:08,872,841,778,757,741,718
360,27/12/2020 14:28:09,869,841,778,758,743,717
361,27/12/2020 14:28:09,870,841,778,756,743,718
362,27/12/2020 14:28:09,870,842,777,752,744,717
363,27/12/2020 14:28:09,871,843,777,752,743,719
364,27/12/2020 14:28:09,870,844,775,752,744,717
365,27/12/2020 14:28:09,871,842,774,752,743,716
366,27/12/2020 14:28:09,871,840,775,752,743,716
367,27/12/2020 14:28:10,868,838,775,758,744,717
368,27/12/2020 14:28:10,867,837,774,758,744,715
369,27/12/2020 14:28:10,868,837,774,758,743,716
370,27/12/2020 14:28:10,869,840,776,757,742,716
371,27/12/2020 14:28:10,867,841,775,758,742,717
372,27/12/2020 14:28:10,868,841,776,755,742,717
373,27/12/2020 14:28:10,870,843,779,757,740,716
374,27/12/2020 14:28:10,870,843,779,756,740,715
375,27/12/2020 14:28:11,869,843,778,756,741,716
376,27/12/2020 14:28:11,869,844,777,754,742,716
377,27/12/2020 14:28:11,869,844,778,756,742,715
378,27/12/2020 14:28:11,869,844,776,756,742,716
379,27/12/2020 14:28:11,870,844,777,757,746,715
380,27/12/2020 14:28:11,869,842,776,758,745,716
381,27/12/2020 14:28:11,868,842,778,758,744,715
382,27/12/2020 14:28:12,869,842,778,757,746,716
383,27/12/2020 14:28:12,869,843,777,758,745,716
384,27/12/2020 14:28:12,869,843,777,756,743,718
385,27/12/2020 14:28:12,870,846,778,756,744,717
386,27/12/2020 14:28:12,872,846,778,758,745,718
387,27/12/2020 14:28:12,871,847,779,757,745,717
388,27/12/2020 14:28:12,873,847,782,755,748,720
389,27/12/2020 14:28:13,875,848,785,759,751,722
390,27/12/2020 14:28:13,874,849,786,760,752,723
391,27/12/2020 14:28:13,875,851,790,763,754,726
392,27/12/2020 14:28:13,877,853,794,765,755,728
393,27/12/2020 14:28:13,878,854,798,770,757,729
394,27/12/2020 14:28:13,878,858,798,771,759,730
395,27/12/2020 14:28:13,881,861,801,772,761,732
396,27/12/2020 14:28:14,883,863,802,775,761,734
397,27/12/2020 14:28:14,885,866,801,778,762,734
398,27/12/2020 14:28:14,886,867,802,776,763,736
399,27/12/2020 14:28:14,889,867,804,780,763,735
400,27/12/2020 14:28:14,890,864,802,780,764,734
401,27/12/2020 14:28:14,891,865,802,777,766,734
402,27/12/2020 14:28:14,890,865,802,777,766,736
403,27/12/2020 14:28:15,891,865,804,776,765,736
404,27/12/2020 14:28:15,889,865,805,774,768,738
405,27/12/2020 14:28:15,889,869,808,776,768,740
406,27/12/2020 14:28:15,889,869,810,779,767,740
407,27/12/2020 14:28:15,889,869,811,780,767,741
408,27/12/2020 14:28:15,890,871,811,781,769,741
409,27/12/2020 14:28:15,893,870,811,782,767,741
410,27/12/2020 14:28:16,893,870,811,781,766,741
411,27/12/2020 14:28:16,894,871,809,781,765,741
412,27/12/2020 14:28:16,893,872,810,781,765,742
413,27/12/2020 14:28:16,894,871,809,782,765,739
414,27/12/2020 14:28:16,894,872,810,782,766,739
415,27/12/2020 14:28:16,894,871,812,782,768,740
416,27/12/2020 14:28:16,893,871,813,782,770,739
417,27/12/2020 14:28:17,893,871,814,779,771,738
418,27/12/2020 14:28:17,893,873,816,779,770,739
419,27/12/2020 14:28:17,892,874,818,782,770,739
420,27/12/2020 14:28:17,893,875,818,783,770,739
421,27/12/2020 14:28:17,894,878,819,783,772,738
422,27/12/2020 14:28:17,893,878,818,784,770,737
423,27/12/2020 14:28:17,894,880,820,785,770,739
424,27/12/2020 14:28:17,894,880,819,785,770,738
425,27/12/2020 14:28:18,894,880,818,785,770,738
426,27/12/2020 14:28:18,893,878,817,786,769,741
427,27/12/2020 14:28:18,895,879,818,788,771,742
428,27/12/2020 14:28:18,895,878,818,787,773,743
429,27/12/2020 14:28:18,894,877,817,787,775,745
430,27/12/2020 14:28:18,894,876,818,786,774,744
431,27/12/2020 14:28:18,894,877,818,787,773,744
432,27/12/2020 14:28:19,894,876,818,787,770,743
433,27/12/2020 14:28:19,893,876,817,786,771,743
434,27/12/2020 14:28:19,895,878,818,785,769,742
435,27/12/2020 14:28:19,895,880,819,787,769,742
436,27/12/2020 14:28:19,896,879,820,784,770,742
437,27/12/2020 14:28:19,895,879,819,784,771,744
438,27/12/2020 14:28:19,895,880,820,783,770,743
439,27/12/2020 14:28:20,896,881,821,784,769,742
440,27/12/2020 14:28:20,896,879,820,783,770,742
441,27/12/2020 14:28:20,896,880,819,784,771,741
442,27/12/2020 14:28:20,899,879,820,785,771,742
443,27/12/2020 14:28:20,900,878,820,788,770,741
444,27/12/2020 14:28:20,897,877,819,788,771,742
445,27/12/2020 14:28:20,896,877,819,788,772,741
446,27/12/2020 14:28:21,898,877,820,788,771,741
447,27/12/2020 14:28:21,896,876,821,787,772,740
448,27/12/2020 14:28:21,896,878,821,785,773,741
449,27/12/2020 14:28:21,897,877,823,786,774,742
450,27/12/2020 14:28:21,898,879,823,786,771,743
451,27/12/2020 14:28:21,895,880,822,784,773,745
452,27/12/2020 14:28:21,897,880,821,784,773,745
453,27/12/2020 14:28:22,897,879,820,785,773,744
454,27/12/2020 14:28:22,898,881,820,786,773,745
455,27/12/2020 14:28:22,896,879,821,786,775,745
456,27/12/2020 14:28:22,898,879,823,788,773,744
457,27/12/2020 14:28:22,896,880,823,789,773,746
458,27/12/2020 14:28:22,895,879,823,789,774,747
459,27/12/2020 14:28:22,895,878,824,789,774,747
460,27/12/2020 14:28:23,896,880,825,789,774,746
461,27/12/2020 14:28:23,896,880,824,790,775,745
462,27/12/2020 14:28:23,897,879,824,789,775,745
463,27/12/2020 14:28:23,897,881,825,789,775,744
464,27/12/2020 14:28:23,897,881,823,786,777,745
465,27/12/2020 14:28:23,898,879,822,784,777,745
466,27/12/2020 14:28:23,899,879,824,783,776,746
467,27/12/2020 14:28:24,900,880,824,785,776,745
468,27/12/2020 14:28:24,900,881,824,786,777,747
469,27/12/2020 14:28:24,900,881,825,787,779,745
470,27/12/2020 14:28:24,899,882,826,788,780,745
471,27/12/2020 14:28:24,898,882,826,789,781,746
472,27/12/2020 14:28:24,897,883,825,790,781,746
473,27/12/2020 14:28:24,897,884,827,790,781,745
474,27/12/2020 14:28:24,898,887,827,789,779,746
475,27/12/2020 14:28:25,899,887,827,791,778,746
476,27/12/2020 14:28:25,899,887,829,791,777,746
477,27/12/2020 14:28:25,899,885,830,792,777,747
478,27/12/2020 14:28:25,900,884,830,792,777,748
479,27/12/2020 14:28:25,901,882,829,791,779,748
480,27/12/2020 14:28:25,901,882,827,791,780,747
481,27/12/2020 14:28:25,903,884,827,791,779,746
482,27/12/2020 14:28:26,904,886,826,790,780,746
483,27/12/2020 14:28:26,903,886,827,789,780,745
484,27/12/2020 14:28:26,902,888,828,791,780,744
485,27/12/2020 14:28:26,902,889,830,792,780,744
486,27/12/2020 14:28:26,902,888,828,791,781,745
487,27/12/2020 14:28:26,903,885,827,791,779,744
488,27/12/2020 14:28:26,904,885,826,791,779,745
489,27/12/2020 14:28:27,903,884,826,792,779,745
490,27/12/2020 14:28:27,902,882,825,789,778,747
491,27/12/2020 14:28:27,902,883,825,786,779,748
492,27/12/2020 14:28:27,901,885,827,788,779,749
493,27/12/2020 14:28:27,899,887,828,788,780,749
494,27/12/2020 14:28:27,899,887,828,786,779,750
495,27/12/2020 14:28:27,900,888,828,787,779,750
496,27/12/2020 14:28:28,901,887,830,790,779,749
497,27/12/2020 14:28:28,901,886,829,789,779,750
498,27/12/2020 14:28:28,904,887,829,789,780,751
499,27/12/2020 14:28:28,905,886,829,790,782,752
500,27/12/2020 14:28:28,906,886,829,791,782,751
501,27/12/2020 14:28:28,904,886,828,792,780,752
502,27/12/2020 14:28:28,905,886,828,792,778,751
503,27/12/2020 14:28:29,902,884,827,792,777,750
504,27/12/2020 14:28:29,902,884,828,792,776,750
505,27/12/2020 14:28:29,902,884,828,792,775,748
506,27/12/2020 14:28:29,903,884,829,792,776,746
507,27/12/2020 14:28:29,904,886,830,791,778,746
508,27/12/2020 14:28:29,905,887,831,791,777,747
509,27/12/2020 14:28:29,903,889,830,789,778,747
510,27/12/2020 14:28:30,901,887,831,788,779,748
511,27/12/2020 14:28:30,900,887,830,788,779,749
512,27/12/2020 14:28:30,899,885,828,789,779,750
513,27/12/2020 14:28:30,896,881,822,789,778,748
514,27/12/2020 14:28:30,894,875,816,789,776,746
515,27/12/2020 14:28:30,891,870,808,787,774,744
516,27/12/2020 14:28:30,888,865,803,785,774,741
