Item no.,Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
2351,27/12/2020 14:32:47,1046,1048,973,893,892,868
2352,27/12/2020 14:32:47,1043,1046,974,893,894,868
2353,27/12/2020 14:32:48,1043,1046,973,891,892,869
2354,27/12/2020 14:32:48,1041,1048,971,891,895,867
2355,27/12/2020 14:32:48,1041,1048,974,892,898,866
2356,27/12/2020 14:32:48,1040,1045,972,893,899,863
2357,27/12/2020 14:32:48,1040,1045,970,893,899,863
2358,27/12/2020 14:32:48,1041,1046,973,892,900,863
2359,27/12/2020 14:32:48,1039,1041,974,890,898,866
2360,27/12/2020 14:32:49,1040,1043,970,889,896,868
2361,27/12/2020 14:32:49,1038,1042,974,889,895,867
2362,27/12/2020 14:32:49,1040,1042,978,889,893,867
2363,27/12/2020 14:32:49,1039,1044,978,894,892,868
2364,27/12/2020 14:32:49,1040,1046,978,893,893,866
2365,27/12/2020 14:32:49,1035,1047,977,892,894,866
2366,27/12/2020 14:32:49,1038,1049,977,891,896,868
2367,27/12/2020 14:32:49,1038,1051,975,892,899,869
2368,27/12/2020 14:32:50,1040,1049,972,892,902,869
2369,27/12/2020 14:32:50,1043,1048,974,894,903,868
2370,27/12/2020 14:32:50,1047,1046,976,895,899,867
2371,27/12/2020 14:32:50,1045,1045,976,895,897,867
2372,27/12/2020 14:32:50,1045,1043,979,895,896,868
2373,27/12/2020 14:32:50,1042,1044,976,893,896,870
2374,27/12/2020 14:32:50,1042,1045,973,891,894,870
2375,27/12/2020 14:32:51,1043,1047,973,891,898,869
2376,27/12/2020 14:32:51,1044,1050,975,891,900,869
2377,27/12/2020 14:32:51,1046,1050,975,890,900,868
2378,27/12/2020 14:32:51,1046,1053,978,893,899,866
2379,27/12/2020 14:32:51,1045,1055,980,893,899,867
2380,27/12/2020 14:32:51,1041,1053,981,894,897,870
2381,27/12/2020 14:32:51,1040,1051,980,895,896,870
2382,27/12/2020 14:32:52,1037,1050,980,894,896,870
2383,27/12/2020 14:32:52,1037,1047,978,892,895,872
2384,27/12/2020 14:32:52,1038,1047,979,891,896,872
2385,27/12/2020 14:32:52,1042,1045,976,893,897,870
2386,27/12/2020 14:32:52,1044,1046,975,893,898,870
2387,27/12/2020 14:32:52,1043,1049,974,895,898,870
2388,27/12/2020 14:32:52,1047,1048,976,895,899,869
2389,27/12/2020 14:32:53,1045,1047,974,899,900,869
2390,27/12/2020 14:32:53,1044,1049,975,898,900,870
2391,27/12/2020 14:32:53,1046,1046,975,897,900,871
2392,27/12/2020 14:32:53,1045,1045,975,898,901,871
2393,27/12/2020 14:32:53,1044,1045,975,897,901,871
2394,27/12/2020 14:32:53,1045,1046,975,897,899,871
2395,27/12/2020 14:32:53,1045,1048,974,896,899,872
2396,27/12/2020 14:32:54,1042,1048,974,896,899,872
2397,27/12/2020 14:32:54,1045,1049,975,896,897,871
2398,27/12/2020 14:32:54,1046,1050,976,897,897,871
2399,27/12/2020 14:32:54,1044,1046,976,895,899,871
2400,27/12/2020 14:32:54,1044,1045,979,896,900,870
2401,27/12/2020 14:32:54,1046,1044,980,894,902,871
2402,27/12/2020 14:32:54,1044,1044,978,890,901,874
2403,27/12/2020 14:32:55,1042,1045,977,891,903,875
2404,27/12/2020 14:32:55,1045,1046,979,891,904,876
2405,27/12/2020 14:32:55,1047,1046,976,892,903,875
2406,27/12/2020 14:32:55,1046,1049,975,894,902,873
2407,27/12/2020 14:32:55,1049,1050,974,897,905,871
2408,27/12/2020 14:32:55,1051,1051,976,895,904,871
2409,27/12/2020 14:32:55,1051,1051,973,896,902,871
2410,27/12/2020 14:32:56,1049,1049,974,894,902,873
2411,27/12/2020 14:32:56,1050,1050,979,893,901,871
2412,27/12/2020 14:32:56,1047,1051,983,891,896,868
2413,27/12/2020 14:32:56,1044,1050,983,890,893,863
2414,27/12/2020 14:32:56,1038,1048,984,889,888,857
2415,27/12/2020 14:32:56,1032,1046,983,888,885,853
2416,27/12/2020 14:32:56,1027,1041,979,885,881,851
2417,27/12/2020 14:32:56,1024,1034,977,885,881,851
2418,27/12/2020 14:32:57,1021,1032,974,884,881,849
2419,27/12/2020 14:32:57,1021,1031,976,882,880,847
2420,27/12/2020 14:32:57,1024,1034,978,884,883,844
2421,27/12/2020 14:32:57,1026,1033,981,888,885,844
2422,27/12/2020 14:32:57,1027,1036,985,890,884,845
2423,27/12/2020 14:32:57,1028,1042,990,892,885,846
2424,27/12/2020 14:32:57,1032,1043,991,893,885,850
2425,27/12/2020 14:32:58,1031,1044,994,897,885,853
2426,27/12/2020 14:32:58,1033,1049,998,898,887,853
2427,27/12/2020 14:32:58,1034,1050,1000,896,890,851
2428,27/12/2020 14:32:58,1036,1048,1001,900,890,853
2429,27/12/2020 14:32:58,1036,1050,1002,902,894,851
2430,27/12/2020 14:32:58,1037,1052,1002,899,895,850
2431,27/12/2020 14:32:58,1036,1051,1001,899,896,851
2432,27/12/2020 14:32:59,1037,1055,1001,901,895,853
2433,27/12/2020 14:32:59,1033,1056,1001,901,897,853
2434,27/12/2020 14:32:59,1034,1056,1004,901,898,854
2435,27/12/2020 14:32:59,1036,1059,1004,903,898,855
2436,27/12/2020 14:32:59,1036,1059,1007,902,895,857
2437,27/12/2020 14:32:59,1036,1057,1007,903,894,856
2438,27/12/2020 14:32:59,1039,1059,1007,902,893,857
2439,27/12/2020 14:33:00,1041,1060,1007,902,893,858
2440,27/12/2020 14:33:00,1041,1055,1008,901,893,857
2441,27/12/2020 14:33:00,1045,1057,1008,905,893,857
2442,27/12/2020 14:33:00,1043,1056,1010,907,896,858
2443,27/12/2020 14:33:00,1043,1055,1012,909,897,858
2444,27/12/2020 14:33:00,1040,1055,1013,911,896,858
2445,27/12/2020 14:33:00,1040,1063,1014,912,897,859
2446,27/12/2020 14:33:01,1040,1062,1011,912,901,859
2447,27/12/2020 14:33:01,1042,1065,1010,911,900,860
2448,27/12/2020 14:33:01,1040,1065,1009,910,900,860
2449,27/12/2020 14:33:01,1044,1066,1010,911,901,860
2450,27/12/2020 14:33:01,1045,1064,1012,910,902,861
2451,27/12/2020 14:33:01,1045,1064,1014,910,898,862
2452,27/12/2020 14:33:01,1046,1064,1013,910,900,863
2453,27/12/2020 14:33:02,1047,1064,1015,911,900,865
2454,27/12/2020 14:33:02,1048,1063,1015,909,901,863
2455,27/12/2020 14:33:02,1046,1061,1014,908,902,863
2456,27/12/2020 14:33:02,1045,1059,1016,906,907,863
2457,27/12/2020 14:33:02,1046,1058,1016,905,909,861
2458,27/12/2020 14:33:02,1048,1063,1016,903,907,860
2459,27/12/2020 14:33:02,1048,1064,1013,904,908,862
2460,27/12/2020 14:33:03,1050,1067,1011,907,908,861
2461,27/12/2020 14:33:03,1051,1069,1009,909,905,861
2462,27/12/2020 14:33:03,1050,1068,1011,910,904,862
2463,27/12/2020 14:33:03,1050,1068,1014,912,905,861
2464,27/12/2020 14:33:03,1049,1068,1018,911,903,861
2465,27/12/2020 14:33:03,1047,1066,1020,909,902,860
2466,27/12/2020 14:33:03,1045,1065,1022,909,902,861
2467,27/12/2020 14:33:04,1045,1067,1022,908,901,862
2468,27/12/2020 14:33:04,1045,1066,1021,909,899,862
2469,27/12/2020 14:33:04,1043,1068,1021,913,900,861
2470,27/12/2020 14:33:04,1045,1070,1022,911,902,863
2471,27/12/2020 14:33:04,1046,1069,1022,912,901,862
2472,27/12/2020 14:33:04,1048,1069,1021,915,901,860
2473,27/12/2020 14:33:04,1048,1066,1018,917,906,862
2474,27/12/2020 14:33:04,1052,1067,1017,918,904,863
2475,27/12/2020 14:33:05,1049,1065,1018,923,906,862
2476,27/12/2020 14:33:05,1050,1067,1019,923,907,861
2477,27/12/2020 14:33:05,1048,1070,1016,922,904,863
2478,27/12/2020 14:33:05,1049,1072,1020,919,901,860
2479,27/12/2020 14:33:05,1046,1070,1021,919,902,860
2480,27/12/2020 14:33:05,1047,1072,1019,917,900,861
2481,27/12/2020 14:33:05,1048,1073,1022,915,899,866
2482,27/12/2020 14:33:06,1047,1070,1028,914,904,865
2483,27/12/2020 14:33:06,1046,1070,1026,913,906,865
2484,27/12/2020 14:33:06,1048,1069,1025,909,908,862
2485,27/12/2020 14:33:06,1050,1068,1026,908,907,863
2486,27/12/2020 14:33:06,1050,1067,1023,910,909,856
2487,27/12/2020 14:33:06,1054,1067,1020,910,906,855
2488,27/12/2020 14:33:06,1054,1068,1021,912,906,855
2489,27/12/2020 14:33:07,1054,1071,1022,915,904,858
2490,27/12/2020 14:33:07,1054,1072,1020,918,903,858
2491,27/12/2020 14:33:07,1051,1073,1022,915,902,862
2492,27/12/2020 14:33:07,1048,1073,1020,918,901,862
2493,27/12/2020 14:33:07,1050,1072,1020,918,900,864
2494,27/12/2020 14:33:07,1050,1067,1019,915,898,864
2495,27/12/2020 14:33:07,1050,1069,1021,914,901,865
2496,27/12/2020 14:33:08,1053,1070,1021,915,902,864
2497,27/12/2020 14:33:08,1056,1070,1023,912,903,864
2498,27/12/2020 14:33:08,1056,1073,1024,910,902,862
2499,27/12/2020 14:33:08,1056,1076,1026,913,902,862
2500,27/12/2020 14:33:08,1054,1075,1025,914,902,862
2501,27/12/2020 14:33:08,1050,1075,1025,913,902,864
2502,27/12/2020 14:33:08,1046,1075,1025,915,903,864
2503,27/12/2020 14:33:09,1046,1072,1025,918,905,865
2504,27/12/2020 14:33:09,1044,1071,1024,918,905,866
2505,27/12/2020 14:33:09,1045,1072,1027,918,905,864
2506,27/12/2020 14:33:09,1047,1074,1026,919,903,863
2507,27/12/2020 14:33:09,1050,1072,1027,917,903,863
2508,27/12/2020 14:33:09,1048,1075,1025,916,904,863
2509,27/12/2020 14:33:09,1051,1077,1023,914,907,862
2510,27/12/2020 14:33:10,1052,1076,1022,914,908,862
2511,27/12/2020 14:33:10,1055,1074,1025,913,910,862
2512,27/12/2020 14:33:10,1053,1074,1026,914,909,864
2513,27/12/2020 14:33:10,1054,1069,1023,912,908,863
2514,27/12/2020 14:33:10,1055,1065,1027,914,907,864
2515,27/12/2020 14:33:10,1055,1065,1029,915,908,867
2516,27/12/2020 14:33:10,1055,1066,1029,917,910,867
2517,27/12/2020 14:33:11,1054,1065,1027,919,912,866
2518,27/12/2020 14:33:11,1054,1068,1031,919,912,866
2519,27/12/2020 14:33:11,1052,1073,1028,918,913,865
2520,27/12/2020 14:33:11,1049,1072,1027,916,910,862
2521,27/12/2020 14:33:11,1049,1072,1030,918,906,862
2522,27/12/2020 14:33:11,1050,1074,1032,917,904,862
2523,27/12/2020 14:33:11,1052,1072,1033,919,904,861
2524,27/12/2020 14:33:11,1052,1071,1037,921,903,861
2525,27/12/2020 14:33:12,1054,1073,1035,920,902,861
2526,27/12/2020 14:33:12,1053,1075,1032,920,905,861
2527,27/12/2020 14:33:12,1051,1077,1031,919,906,862
2528,27/12/2020 14:33:12,1050,1080,1028,919,905,862
2529,27/12/2020 14:33:12,1047,1081,1026,916,904,863
2530,27/12/2020 14:33:12,1047,1078,1027,916,906,865
2531,27/12/2020 14:33:12,1048,1076,1029,915,906,866
2532,27/12/2020 14:33:13,1048,1072,1031,917,903,865
2533,27/12/2020 14:33:13,1048,1071,1035,917,902,867
2534,27/12/2020 14:33:13,1051,1068,1033,921,905,866
2535,27/12/2020 14:33:13,1051,1071,1032,924,905,865
2536,27/12/2020 14:33:13,1049,1075,1032,923,905,863
2537,27/12/2020 14:33:13,1047,1077,1029,920,908,862
2538,27/12/2020 14:33:13,1046,1078,1027,918,910,862
2539,27/12/2020 14:33:14,1045,1077,1030,916,910,862
2540,27/12/2020 14:33:14,1046,1075,1030,914,909,863
2541,27/12/2020 14:33:14,1046,1074,1029,915,907,863
2542,27/12/2020 14:33:14,1047,1076,1030,916,906,864
2543,27/12/2020 14:33:14,1048,1075,1029,919,905,864
2544,27/12/2020 14:33:14,1049,1077,1030,919,904,864
2545,27/12/2020 14:33:14,1049,1079,1029,920,904,862
2546,27/12/2020 14:33:15,1050,1079,1029,919,906,863
2547,27/12/2020 14:33:15,1053,1077,1029,919,906,863
2548,27/12/2020 14:33:15,1052,1077,1030,917,908,862
2549,27/12/2020 14:33:15,1053,1076,1026,918,908,863
2550,27/12/2020 14:33:15,1053,1075,1027,917,909,865
2551,27/12/2020 14:33:15,1051,1073,1025,920,908,865
2552,27/12/2020 14:33:15,1048,1072,1024,919,909,863
2553,27/12/2020 14:33:16,1050,1073,1024,922,909,863
2554,27/12/2020 14:33:16,1048,1074,1026,922,907,862
2555,27/12/2020 14:33:16,1048,1070,1026,921,905,862
2556,27/12/2020 14:33:16,1050,1073,1029,919,906,863
2557,27/12/2020 14:33:16,1054,1073,1030,920,904,865
2558,27/12/2020 14:33:16,1054,1073,1031,919,902,865
2559,27/12/2020 14:33:16,1056,1072,1033,916,903,864
2560,27/12/2020 14:33:17,1055,1076,1033,918,906,864
2561,27/12/2020 14:33:17,1055,1077,1032,917,905,863
2562,27/12/2020 14:33:17,1051,1078,1034,917,906,861
2563,27/12/2020 14:33:17,1049,1077,1033,915,906,861
2564,27/12/2020 14:33:17,1048,1075,1032,918,906,862
2565,27/12/2020 14:33:17,1048,1074,1032,917,908,860
2566,27/12/2020 14:33:17,1042,1067,1024,915,906,860
2567,27/12/2020 14:33:18,1032,1050,1003,905,900,854
2568,27/12/2020 14:33:18,1017,1028,978,890,890,844
2569,27/12/2020 14:33:18,1002,1009,949,870,875,835
2570,27/12/2020 14:33:18,986,985,918,852,859,823
2571,27/12/2020 14:33:18,974,964,889,834,846,811
2572,27/12/2020 14:33:18,967,951,869,823,835,809
2573,27/12/2020 14:33:18,963,940,857,813,831,810
2574,27/12/2020 14:33:18,961,932,846,808,832,812
2575,27/12/2020 14:33:19,961,929,841,805,830,818
2576,27/12/2020 14:33:19,964,929,838,805,832,825
2577,27/12/2020 14:33:19,971,931,841,806,836,826
2578,27/12/2020 14:33:19,979,938,844,811,838,830
2579,27/12/2020 14:33:19,987,941,851,816,841,835
2580,27/12/2020 14:33:19,995,949,855,822,847,838
2581,27/12/2020 14:33:19,1002,953,863,827,850,843
2582,27/12/2020 14:33:20,1003,956,866,831,852,854
2583,27/12/2020 14:33:20,1007,957,871,835,859,862
2584,27/12/2020 14:33:20,1007,962,871,836,865,868
2585,27/12/2020 14:33:20,1009,959,873,838,868,878
2586,27/12/2020 14:33:20,1011,962,873,837,870,884
2587,27/12/2020 14:33:20,1017,968,877,837,875,886
2588,27/12/2020 14:33:20,1021,974,878,838,873,887
2589,27/12/2020 14:33:21,1029,978,882,837,871,886
2590,27/12/2020 14:33:21,1035,985,883,835,871,881
2591,27/12/2020 14:33:21,1038,989,887,833,868,877
2592,27/12/2020 14:33:21,1042,990,888,832,865,871
2593,27/12/2020 14:33:21,1047,995,890,829,864,866
2594,27/12/2020 14:33:21,1049,999,893,830,865,863
2595,27/12/2020 14:33:21,1052,1002,894,832,868,866
2596,27/12/2020 14:33:22,1056,1003,896,835,872,869
2597,27/12/2020 14:33:22,1056,1006,894,837,875,874
2598,27/12/2020 14:33:22,1054,1003,895,840,880,880
2599,27/12/2020 14:33:22,1054,998,893,841,882,889
2600,27/12/2020 14:33:22,1051,994,896,840,882,894
2601,27/12/2020 14:33:22,1051,995,893,841,885,896
2602,27/12/2020 14:33:22,1050,997,896,841,887,898
2603,27/12/2020 14:33:23,1050,998,894,843,885,901
2604,27/12/2020 14:33:23,1049,999,894,844,885,898
2605,27/12/2020 14:33:23,1050,1000,895,846,886,898
2606,27/12/2020 14:33:23,1050,999,896,850,885,900
2607,27/12/2020 14:33:23,1050,995,896,851,887,903
2608,27/12/2020 14:33:23,1051,996,898,852,888,904
2609,27/12/2020 14:33:23,1049,998,901,852,890,906
2610,27/12/2020 14:33:24,1051,1000,899,851,887,906
2611,27/12/2020 14:33:24,1049,1000,899,848,890,905
2612,27/12/2020 14:33:24,1048,1004,899,847,890,906
2613,27/12/2020 14:33:24,1048,1005,901,847,892,905
2614,27/12/2020 14:33:24,1050,1004,899,847,891,904
2615,27/12/2020 14:33:24,1048,1003,899,846,894,906
2616,27/12/2020 14:33:24,1049,1002,900,849,891,906
2617,27/12/2020 14:33:25,1049,1001,900,852,892,904
2618,27/12/2020 14:33:25,1049,1002,897,851,889,903
2619,27/12/2020 14:33:25,1052,1004,898,854,888,904
2620,27/12/2020 14:33:25,1053,1006,898,855,885,902
2621,27/12/2020 14:33:25,1054,1010,898,853,886,907
2622,27/12/2020 14:33:25,1056,1007,897,853,888,908
2623,27/12/2020 14:33:25,1057,1004,898,856,891,912
2624,27/12/2020 14:33:25,1057,1005,897,855,893,913
2625,27/12/2020 14:33:26,1055,1006,899,856,893,913
2626,27/12/2020 14:33:26,1055,1004,900,857,894,909
2627,27/12/2020 14:33:26,1054,1009,902,858,891,907
2628,27/12/2020 14:33:26,1054,1011,902,856,890,905
2629,27/12/2020 14:33:26,1052,1011,902,855,888,905
2630,27/12/2020 14:33:26,1056,1007,902,856,890,908
2631,27/12/2020 14:33:26,1055,1008,900,855,889,911
2632,27/12/2020 14:33:27,1053,1006,899,856,890,914
2633,27/12/2020 14:33:27,1052,1005,900,854,889,915
2634,27/12/2020 14:33:27,1053,1006,899,852,890,915
2635,27/12/2020 14:33:27,1053,1006,898,852,891,915
2636,27/12/2020 14:33:27,1054,1008,902,853,890,915
2637,27/12/2020 14:33:27,1056,1006,902,852,890,914
2638,27/12/2020 14:33:27,1057,1007,902,855,890,911
2639,27/12/2020 14:33:28,1057,1006,903,859,890,912
2640,27/12/2020 14:33:28,1058,1006,904,859,890,913
2641,27/12/2020 14:33:28,1057,1005,902,859,892,912
2642,27/12/2020 14:33:28,1060,1008,902,856,893,913
2643,27/12/2020 14:33:28,1061,1006,903,855,894,915
2644,27/12/2020 14:33:28,1058,1006,904,855,898,915
2645,27/12/2020 14:33:28,1058,1007,905,855,897,915
2646,27/12/2020 14:33:29,1061,1007,906,855,897,915
2647,27/12/2020 14:33:29,1059,1005,906,859,899,914
2648,27/12/2020 14:33:29,1061,1010,906,860,899,916
2649,27/12/2020 14:33:29,1061,1008,908,860,896,915
2650,27/12/2020 14:33:29,1061,1006,910,862,896,914
2651,27/12/2020 14:33:29,1057,1004,908,860,896,914
2652,27/12/2020 14:33:29,1057,1003,908,857,897,914
2653,27/12/2020 14:33:30,1056,1002,909,858,898,915
2654,27/12/2020 14:33:30,1057,1005,907,856,900,915
2655,27/12/2020 14:33:30,1058,1007,905,854,900,916
2656,27/12/2020 14:33:30,1061,1006,906,853,902,916
2657,27/12/2020 14:33:30,1062,1006,906,855,899,917
2658,27/12/2020 14:33:30,1060,1006,906,855,897,917
2659,27/12/2020 14:33:30,1060,1005,907,856,896,917
2660,27/12/2020 14:33:31,1059,1005,905,857,895,918
2661,27/12/2020 14:33:31,1058,1008,905,859,895,916
2662,27/12/2020 14:33:31,1059,1007,906,860,895,916
2663,27/12/2020 14:33:31,1061,1007,904,860,898,913
2664,27/12/2020 14:33:31,1061,1008,903,861,896,915
2665,27/12/2020 14:33:31,1062,1009,904,861,897,915
2666,27/12/2020 14:33:31,1065,1010,903,860,893,916
2667,27/12/2020 14:33:32,1064,1012,902,858,896,917
2668,27/12/2020 14:33:32,1063,1009,905,857,895,920
2669,27/12/2020 14:33:32,1065,1013,906,856,896,918
2670,27/12/2020 14:33:32,1064,1013,908,855,896,918
2671,27/12/2020 14:33:32,1062,1012,909,855,900,921
2672,27/12/2020 14:33:32,1064,1013,910,859,898,919
2673,27/12/2020 14:33:32,1062,1017,909,859,900,918
2674,27/12/2020 14:33:32,1059,1013,908,859,902,918
2675,27/12/2020 14:33:33,1058,1012,907,860,902,919
2676,27/12/2020 14:33:33,1059,1008,907,863,902,916
2677,27/12/2020 14:33:33,1055,1009,907,862,902,916
2678,27/12/2020 14:33:33,1059,1007,907,862,901,916
2679,27/12/2020 14:33:33,1060,1008,907,863,901,915
2680,27/12/2020 14:33:33,1065,1008,906,862,902,913
2681,27/12/2020 14:33:33,1063,1012,904,860,903,918
2682,27/12/2020 14:33:34,1066,1011,904,861,901,919
2683,27/12/2020 14:33:34,1065,1011,905,860,901,919
2684,27/12/2020 14:33:34,1068,1012,906,858,902,920
2685,27/12/2020 14:33:34,1064,1012,906,858,906,923
2686,27/12/2020 14:33:34,1066,1011,908,858,904,918
2687,27/12/2020 14:33:34,1063,1013,908,854,907,917
2688,27/12/2020 14:33:34,1063,1014,909,853,905,918
2689,27/12/2020 14:33:35,1061,1014,910,856,904,917
2690,27/12/2020 14:33:35,1063,1015,910,856,902,916
2691,27/12/2020 14:33:35,1063,1015,910,856,904,916
2692,27/12/2020 14:33:35,1065,1016,910,860,903,920
2693,27/12/2020 14:33:35,1065,1016,908,863,905,920
2694,27/12/2020 14:33:35,1065,1014,906,861,905,920
2695,27/12/2020 14:33:35,1065,1012,906,861,905,918
2696,27/12/2020 14:33:36,1063,1013,907,863,904,920
2697,27/12/2020 14:33:36,1064,1010,905,861,903,918
2698,27/12/2020 14:33:36,1062,1011,908,861,900,917
2699,27/12/2020 14:33:36,1065,1011,910,863,900,921
2700,27/12/2020 14:33:36,1063,1015,909,864,899,924
2701,27/12/2020 14:33:36,1063,1015,907,862,898,924
2702,27/12/2020 14:33:36,1064,1017,911,864,901,924
2703,27/12/2020 14:33:37,1066,1016,908,866,902,925
2704,27/12/2020 14:33:37,1065,1018,909,865,900,923
2705,27/12/2020 14:33:37,1067,1015,911,866,899,922
2706,27/12/2020 14:33:37,1068,1013,913,865,901,923
2707,27/12/2020 14:33:37,1069,1012,913,863,900,924
2708,27/12/2020 14:33:37,1068,1012,914,862,901,923
2709,27/12/2020 14:33:37,1067,1011,914,861,903,923
2710,27/12/2020 14:33:38,1068,1014,914,861,903,924
2711,27/12/2020 14:33:38,1068,1017,912,862,900,922
2712,27/12/2020 14:33:38,1066,1020,912,863,902,923
2713,27/12/2020 14:33:38,1067,1021,912,863,900,925
2714,27/12/2020 14:33:38,1066,1024,910,864,900,924
2715,27/12/2020 14:33:38,1066,1023,910,860,902,922
2716,27/12/2020 14:33:38,1065,1021,911,860,903,923
2717,27/12/2020 14:33:39,1066,1020,909,860,902,922
2718,27/12/2020 14:33:39,1071,1019,909,861,904,921
2719,27/12/2020 14:33:39,1073,1017,909,859,904,922
2720,27/12/2020 14:33:39,1072,1017,910,863,904,922
2721,27/12/2020 14:33:39,1071,1018,911,862,904,923
2722,27/12/2020 14:33:39,1071,1017,911,862,902,920
2723,27/12/2020 14:33:39,1069,1013,911,860,903,918
2724,27/12/2020 14:33:39,1071,1013,913,861,902,918
2725,27/12/2020 14:33:40,1070,1012,913,860,901,918
2726,27/12/2020 14:33:40,1072,1013,911,861,900,918
2727,27/12/2020 14:33:40,1072,1011,912,862,902,920
2728,27/12/2020 14:33:40,1071,1013,913,864,902,924
2729,27/12/2020 14:33:40,1069,1012,914,865,903,927
2730,27/12/2020 14:33:40,1072,1012,912,864,902,926
2731,27/12/2020 14:33:40,1070,1009,915,864,904,927
2732,27/12/2020 14:33:41,1070,1010,914,863,904,928
2733,27/12/2020 14:33:41,1069,1012,913,862,906,928
2734,27/12/2020 14:33:41,1069,1013,913,860,906,926
2735,27/12/2020 14:33:41,1069,1015,916,859,904,927
2736,27/12/2020 14:33:41,1071,1018,917,862,905,928
2737,27/12/2020 14:33:41,1071,1020,918,861,903,928
2738,27/12/2020 14:33:41,1071,1020,917,860,901,925
2739,27/12/2020 14:33:42,1067,1022,916,858,900,927
2740,27/12/2020 14:33:42,1065,1020,914,861,902,926
2741,27/12/2020 14:33:42,1064,1019,912,860,902,924
2742,27/12/2020 14:33:42,1065,1017,912,860,902,923
2743,27/12/2020 14:33:42,1065,1014,914,862,903,924
2744,27/12/2020 14:33:42,1068,1015,915,862,904,923
2745,27/12/2020 14:33:42,1070,1017,914,863,904,924
2746,27/12/2020 14:33:43,1071,1019,916,862,904,926
2747,27/12/2020 14:33:43,1069,1021,915,864,901,926
2748,27/12/2020 14:33:43,1070,1024,914,864,900,929
2749,27/12/2020 14:33:43,1070,1022,913,866,898,928
2750,27/12/2020 14:33:43,1070,1020,914,865,898,928
2751,27/12/2020 14:33:43,1069,1018,914,865,899,929
2752,27/12/2020 14:33:43,1071,1017,915,863,903,927
2753,27/12/2020 14:33:44,1070,1018,913,864,906,925
2754,27/12/2020 14:33:44,1070,1022,915,866,909,926
2755,27/12/2020 14:33:44,1070,1023,913,867,909,926
2756,27/12/2020 14:33:44,1070,1026,911,868,910,925
2757,27/12/2020 14:33:44,1070,1026,911,868,909,928
2758,27/12/2020 14:33:44,1069,1023,910,867,908,928
2759,27/12/2020 14:33:44,1069,1023,910,864,906,929
2760,27/12/2020 14:33:45,1068,1022,912,863,908,929
2761,27/12/2020 14:33:45,1068,1020,915,861,907,929
2762,27/12/2020 14:33:45,1068,1024,915,862,906,927
2763,27/12/2020 14:33:45,1069,1025,917,864,904,926
2764,27/12/2020 14:33:45,1072,1024,918,864,905,925
2765,27/12/2020 14:33:45,1074,1025,919,865,904,926
2766,27/12/2020 14:33:45,1075,1029,917,866,902,927
2767,27/12/2020 14:33:46,1073,1027,916,868,903,928
2768,27/12/2020 14:33:46,1072,1027,918,866,903,928
2769,27/12/2020 14:33:46,1072,1025,916,869,902,928
2770,27/12/2020 14:33:46,1068,1023,914,867,900,926
2771,27/12/2020 14:33:46,1068,1021,914,867,902,923
2772,27/12/2020 14:33:46,1068,1020,916,866,902,922
2773,27/12/2020 14:33:46,1069,1022,913,864,903,921
2774,27/12/2020 14:33:46,1056,1012,909,859,898,913
2775,27/12/2020 14:33:47,1028,986,887,847,883,887
2776,27/12/2020 14:33:47,992,953,862,830,860,856
2777,27/12/2020 14:33:47,955,923,835,809,836,825
2778,27/12/2020 14:33:47,916,889,809,793,810,792
2779,27/12/2020 14:33:47,890,866,788,777,790,769
2780,27/12/2020 14:33:47,885,857,780,772,783,762
2781,27/12/2020 14:33:47,882,855,778,769,780,761
2782,27/12/2020 14:33:48,882,852,776,772,779,760
2783,27/12/2020 14:33:48,881,850,774,770,780,759
2784,27/12/2020 14:33:48,881,851,773,769,777,758
2785,27/12/2020 14:33:48,880,851,774,767,776,757
2786,27/12/2020 14:33:48,880,850,773,767,774,756
2787,27/12/2020 14:33:48,880,849,771,764,775,755
2788,27/12/2020 14:33:48,881,848,770,762,774,756
2789,27/12/2020 14:33:49,880,845,769,762,773,755
2790,27/12/2020 14:33:49,879,844,768,764,773,754
2791,27/12/2020 14:33:49,877,845,769,763,772,753
2792,27/12/2020 14:33:49,875,844,770,760,770,751
2793,27/12/2020 14:33:49,875,846,770,761,771,750
2794,27/12/2020 14:33:49,874,846,770,762,772,749
2795,27/12/2020 14:33:49,872,845,771,762,770,749
2796,27/12/2020 14:33:50,874,844,770,763,771,749
2797,27/12/2020 14:33:50,874,845,769,766,772,749
2798,27/12/2020 14:33:50,873,844,770,765,770,749
2799,27/12/2020 14:33:50,873,842,770,766,772,749
2800,27/12/2020 14:33:50,875,843,770,765,774,749
2801,27/12/2020 14:33:50,873,844,769,764,775,751
2802,27/12/2020 14:33:50,874,844,769,764,773,750
2803,27/12/2020 14:33:51,875,844,767,766,772,749
2804,27/12/2020 14:33:51,875,845,766,764,771,747
2805,27/12/2020 14:33:51,875,843,766,763,772,746
2806,27/12/2020 14:33:51,875,843,766,761,772,745
2807,27/12/2020 14:33:51,873,841,765,762,773,744
2808,27/12/2020 14:33:51,871,838,766,762,772,745
2809,27/12/2020 14:33:51,869,837,767,762,770,747
2810,27/12/2020 14:33:52,868,838,766,761,769,746
2811,27/12/2020 14:33:52,869,837,766,762,767,745
2812,27/12/2020 14:33:52,868,837,765,761,767,744
2813,27/12/2020 14:33:52,868,837,764,761,768,743
2814,27/12/2020 14:33:52,868,837,765,761,769,742
